source,class
tztbtm.bq+gzptbb.g_t_rotated.npy,2.0
tttptt.zg+gzpgpg.b_t_rotated.npy,1.0
tzttbw.gp+gmggbs.g_z_flipped.npy,1.0
tgmtzz.bv+gptwtv.b_z_flipped.npy,2.0
tbbvgm.pb+gwbvtm.b_zmm.npy,3.0
tzmqbg.vt+pqpbpt.s_t_translated.npy,2.0
tzbwzw.wp+gmgbbm.t_t_translated.npy,1.0
tbzbbp.qp+pvpptz.m_zmm.npy,0.0
tbzwmw.tb+gbzbzm.q_t_rotated.npy,2.0
tpgmmm.bb+gpmgmb.t_z_translated.npy,1.0
tttstb.bw+psmgpp.t_zmm.npy,1.0
tttgzw.zg+gbtpgb.z_zmm.npy,5.0
tbtbbs.qt+gzpwmg.m_zmm.npy,0.0
tzpwtt.gs+pvpmmt.z_t_flipped.npy,0.0
tzmtbq.ww+gbtwpm.s_zmm.npy,5.0
tbtszv.gv+pvzmbt.b_zmm.npy,5.0
tzbbtb.tz+gzmqmz.m_t_translated.npy,0.0
tbbsgs.sg+gbpvzp.q_t_flipped.npy,2.0
ttpvzg.qp+gzzwpt.s_z_flipped.npy,1.0
tpgmgm.qs+gzgwmp.v_zmm.npy,5.0
ttpztg.gv+gmgsmz.g_t_rotated.npy,0.0
tgmwbb.tt+gtgmbv.w_t_flipped.npy,0.0
ttgbzq.sb+gmpptp.b_t_translated.npy,2.0
tppvpg.tt+pwpgpm.g_t_flipped.npy,0.0
tgmwzs.wv+gbgppg.w_z_translated.npy,2.0
tbbtgq.vt+pwzbtw.t_t_flipped.npy,0.0
ttbmtg.tt+pggqmt.q_t_translated.npy,1.0
tztspz.st+pwgmbv.w_zmm.npy,1.0
tztwpq.qw+ggbsgg.b_zmm.npy,5.0
tgmvbg.qz+gtpqzb.t_t_rotated.npy,1.0
tzzmgp.gw+pqgzbt.z_t_translated.npy,0.0
tpggzq.zq+gpzbgb.g_t_flipped.npy,2.0
ttzpgg.pz+gpbwbv.t_t_rotated.npy,0.0
tbgpzg.bq+gpgqzg.m_zmm.npy,1.0
tzmqpz.sq+pvbpzs.w_t_flipped.npy,2.0
ttzqpt.pz+gtzptp.z_z_flipped.npy,2.0
tpmpgw.vm+gtmbpm.g_zmm.npy,5.0
ttgszm.mz+pvpbzt.v_t_flipped.npy,0.0
tzgsbv.vp+gbmpbp.t_zmm.npy,5.0
ttbttq.pz+pqpvpp.g_t_rotated.npy,2.0
tbbbgq.gq+gttptv.t_z_rotated.npy,1.0
tpzpbp.bv+gzpszq.q_zmm.npy,1.0
tbzbzq.qw+gpgqgt.q_t_rotated.npy,2.0
tmgggp.bt+pwgqpg.v_z_rotated.npy,1.0
ttbmzb.mv+gwmvzz.g_zmm.npy,5.0
tbpzzv.bz+gwbsps.p_t_flipped.npy,0.0
tttvts.zw+ggbpts.s_zmm.npy,5.0
tpzqmm.pz+pvptmp.z_z_translated.npy,2.0
ttbwbw.wp+gpzbtw.z_z_flipped.npy,1.0
tpmptz.tt+pwpgts.p_t_translated.npy,0.0
tzmpzv.bs+gmtmts.b_zmm.npy,2.0
tpgzgt.ss+gmzgtt.w_t_translated.npy,1.0
ttpzzs.vs+gbgwpb.w_t_translated.npy,1.0
tpbvtm.mb+pvgzps.g_t_rotated.npy,0.0
tptmmv.tm+gpppms.w_zmm.npy,5.0
tpzvgq.vg+pvbqbt.q_z_translated.npy,1.0
tgmtms.ww+gtgvmz.b_z_flipped.npy,1.0
ttgmtv.vp+gbzmtm.s_t_translated.npy,0.0
ttgspq.gm+psbpzq.m_zmm.npy,0.0
tztpbz.zp+gmtgzb.b_z_translated.npy,1.0
ttgmpg.gb+gzbvgs.q_t_translated.npy,0.0
tpgqpb.mt+pqpstv.q_z_flipped.npy,1.0
tpmzgm.zp+pwzvbs.b_zmm.npy,5.0
ttpmbt.zp+pstqms.q_zmm.npy,5.0
ttgppq.ms+ggbzgb.t_z_flipped.npy,1.0
ttptgw.pb+gztgmq.p_zmm.npy,5.0
tzzbmq.bm+gwtbzs.s_z_translated.npy,1.0
tzpmtv.bw+pvmtzz.p_z_rotated.npy,1.0
tpttbp.bq+pvmpzw.t_zmm.npy,0.0
ttggmw.pm+pqzbtp.s_z_rotated.npy,1.0
tbbsms.pt+gpgsbs.z_z_rotated.npy,1.0
tmgstg.bb+pvptmv.w_z_rotated.npy,2.0
tzbsbz.ww+gmtppz.p_t_flipped.npy,2.0
tgmzmq.wp+gbmptq.b_z_rotated.npy,1.0
tgtzmz.bg+gptvmt.b_t_flipped.npy,2.0
tbtgzs.qm+ggztbp.s_zmm.npy,5.0
tppmpq.pw+gggtmm.w_t_translated.npy,0.0
tzttzs.tb+psmbbg.w_zmm.npy,1.0
tpgvbm.st+pvtmbm.b_t_rotated.npy,1.0
tbmggs.zb+psmggm.v_z_translated.npy,2.0
ttgwpw.gw+ggtszw.p_z_rotated.npy,1.0
tmgzzp.bb+gzpbpg.g_zmm.npy,1.0
tztwtw.tg+psgwgg.q_t_rotated.npy,0.0
tpbmzt.pv+gwztpb.s_zmm.npy,1.0
tbbstw.wt+pszzms.p_zmm.npy,0.0
tgtgbp.mt+gmpbgw.t_zmm.npy,2.0
tbtsmw.gz+pwzqmq.p_zmm.npy,5.0
tzgzmm.qt+gpgbbz.s_t_flipped.npy,2.0
ttpztg.sv+gbbgtm.q_zmm.npy,1.0
tzbqbp.vq+gmtztv.s_z_rotated.npy,1.0
tbzbgg.tm+gpzwbs.b_zmm.npy,0.0
ttmwbm.zt+gmbbgz.w_t_translated.npy,0.0
ttpmtw.vw+gbmzbg.w_zmm.npy,5.0
tbpqgw.sv+gppvgw.w_z_flipped.npy,1.0
tztptz.sg+gptsgg.p_t_rotated.npy,0.0
tzgbgb.vs+gzbtzg.z_t_translated.npy,0.0
ttpsgt.sq+pqtstv.b_t_translated.npy,1.0
tbgspg.gq+pwtpms.p_t_translated.npy,0.0
tmpgpb.gp+gzgmtw.p_z_flipped.npy,1.0
tbbqmb.bt+gmbqgs.b_zmm.npy,1.0
tzzwpz.st+psgsgs.b_t_flipped.npy,0.0
tmgmps.mz+gzbgzb.v_zmm.npy,1.0
tzbtgz.gw+ggzwtb.t_t_rotated.npy,1.0
tpttbp.bq+pvmpzw.t_t_translated.npy,0.0
tbzmgw.sw+pqtwgz.z_zmm.npy,5.0
tbgwbm.gt+gggzpg.t_t_flipped.npy,2.0
tmgwpw.sg+pszztv.t_z_flipped.npy,1.0
tttbtm.qw+gbmqgs.q_t_rotated.npy,0.0
tpgwmt.vv+gwmgbt.t_zmm.npy,2.0
tpmwbq.qz+gggsgg.m_t_rotated.npy,1.0
tbbszq.zg+pvtvzz.b_z_flipped.npy,2.0
tbzgbv.vg+pqpzbt.m_zmm.npy,1.0
tpbzpw.bv+pqzsbt.z_z_translated.npy,1.0
tbgvzz.vb+pwmbbz.w_t_rotated.npy,0.0
tbbvpt.bs+psbgps.q_t_rotated.npy,1.0
ttbwbm.tp+pstggv.s_zmm.npy,0.0
tbbzgt.vt+gpmsbq.z_z_translated.npy,1.0
ttttzw.zt+pvbbmg.m_t_rotated.npy,0.0
tbmqmp.ps+pvzvbp.p_t_rotated.npy,0.0
tbmtpm.mz+gpmvzg.q_z_flipped.npy,2.0
tbbtpp.wp+pqbmmm.m_zmm.npy,5.0
tzpvpg.wm+gbttmm.s_t_translated.npy,1.0
tbtvmp.pv+ggbbbt.t_zmm.npy,5.0
tbpqbz.ts+pstmgz.v_zmm.npy,1.0
tzgspw.vt+pvgpgt.q_t_flipped.npy,1.0
tzttmm.tb+pqpvbp.p_zmm.npy,0.0
tztvzt.qs+gpmszq.t_zmm.npy,5.0
tgtttp.tw+psbqpt.w_z_flipped.npy,1.0
tzzqpv.ww+gbtwbg.w_zmm.npy,1.0
tbptgs.vg+pqmgpz.q_z_flipped.npy,1.0
tttzgg.wv+gbbsps.t_t_translated.npy,1.0
tbpttz.vq+gtgbbz.v_zmm.npy,5.0
ttzttt.qw+gzzpzz.t_zmm.npy,1.0
tzmgzp.zq+gmtwbb.s_zmm.npy,2.0
ttggts.wp+pqmwgm.b_t_translated.npy,0.0
tbzszg.ms+pvbtgw.p_zmm.npy,0.0
tbtqzs.mt+gppqmg.g_t_flipped.npy,0.0
tbpgpb.bq+pvzzmp.v_zmm.npy,0.0
tzzggt.mt+pwbmbq.z_zmm.npy,0.0
tztwtw.vv+pwzwpg.s_zmm.npy,5.0
ttbqpz.sp+gzzgpm.p_t_rotated.npy,0.0
tzpbgv.wp+gpptbm.q_t_rotated.npy,0.0
tpbtbz.pm+pqgstq.p_t_translated.npy,0.0
tbgqbv.zw+gtmqtw.q_t_flipped.npy,0.0
ttgpbb.ww+gpzqpp.t_zmm.npy,2.0
tztgzv.qw+psbwbm.g_t_flipped.npy,0.0
tbtbmq.qg+gmbpbb.v_t_flipped.npy,1.0
ttptpb.wq+pvmqpq.v_zmm.npy,0.0
tgmtmw.wt+pvgqgq.b_z_flipped.npy,1.0
tpbsmz.tb+gmgwtb.g_zmm.npy,5.0
ttmqmz.qz+gtgmpt.w_z_flipped.npy,1.0
tpzwzm.bz+pqzbpt.g_zmm.npy,5.0
tpgmtz.gt+pqtbtv.w_zmm.npy,4.0
ttmptw.tz+ggpzmv.s_t_rotated.npy,1.0
ttmvtz.ss+gtgmtb.q_t_flipped.npy,0.0
tmgqpp.qs+pvmvgq.s_z_flipped.npy,1.0
tbbwpz.bm+gpgsmg.s_zmm.npy,5.0
tmgbgz.vg+pwgmtm.t_zmm.npy,5.0
tzbggt.mw+gggbps.t_t_rotated.npy,0.0
tztpmg.tm+gttvmv.q_t_rotated.npy,0.0
ttpszq.bq+ggpgps.m_t_flipped.npy,1.0
tgtmtz.zp+psbttq.z_t_translated.npy,0.0
tptwtt.zp+pwgggg.w_zmm.npy,5.0
tttwmm.qv+pszqtw.s_zmm.npy,5.0
ttpbpg.wm+pwmppb.q_zmm.npy,5.0
tbbgbv.pq+gmgmmq.w_zmm.npy,5.0
tbpqzv.sp+pwzmtv.q_t_flipped.npy,1.0
tzgvmz.pb+gzgtpp.q_t_flipped.npy,2.0
tzmpzv.bs+gmtmts.b_z_rotated.npy,2.0
tpzqbm.sm+gpppmw.z_z_translated.npy,2.0
tbbvzm.vp+psmmmm.v_zmm.npy,0.0
tbmbbt.bm+gpmmzp.t_z_translated.npy,1.0
tpgttz.mv+pqtmpw.w_t_rotated.npy,1.0
tptzbv.gv+pvpppb.q_t_rotated.npy,1.0
tzbvps.gm+gzmzgq.w_z_rotated.npy,1.0
tbtzbw.mp+gbggzp.s_zmm.npy,5.0
tbbpzq.mq+pvpbzq.p_t_flipped.npy,1.0
ttzmpm.mg+gmpqbw.s_z_translated.npy,1.0
tpmtps.gp+gpzvgt.q_zmm.npy,5.0
ttgqmq.qv+gtgpgg.s_t_flipped.npy,2.0
tzbmzm.pm+gmttzz.t_t_rotated.npy,1.0
tpzsmb.mm+gggbzp.z_t_rotated.npy,1.0
tpbstm.tg+gpzgms.m_z_rotated.npy,1.0
tbgwtm.bp+gtbggt.p_zmm.npy,5.0
tpgsmg.qt+gmbszm.w_z_rotated.npy,1.0
tbmpgt.pw+pspwtg.q_z_flipped.npy,1.0
tzgvzg.ts+gtpzzp.v_z_rotated.npy,2.0
ttmzpw.vq+gttwzv.b_zmm.npy,2.0
tpgsbm.pz+gzbgbq.s_zmm.npy,5.0
tppbpt.tv+gtmqgz.q_t_rotated.npy,0.0
tzpvmq.pg+pqzggm.b_zmm.npy,1.0
tztqmg.qv+gbmgbt.m_t_flipped.npy,0.0
tpbmpz.vt+pgbgzs.q_z_rotated.npy,1.0
ttpmps.vg+pwzzmm.w_z_flipped.npy,1.0
tpgbmb.qm+ggtmbp.v_zmm.npy,0.0
tbzwtg.st+pvmptv.b_t_rotated.npy,2.0
ttzmtg.qm+gtzmts.b_t_flipped.npy,0.0
tbzspp.wq+gzbsts.g_zmm.npy,4.0
tzggzp.qp+gppqpz.s_zmm.npy,2.0
tpggmm.gt+gbbwmb.q_t_flipped.npy,2.0
tbzttv.pp+ggzzgq.v_t_rotated.npy,2.0
tzbmbq.sw+ggbwzz.z_t_flipped.npy,1.0
tbggzt.pg+pwmvpb.p_t_flipped.npy,1.0
tbtgmv.pt+gwtwps.w_t_translated.npy,1.0
tmgpgt.bs+ggbsbq.v_t_translated.npy,1.0
tbmggw.gg+gzmwtg.b_zmm.npy,0.0
tbmpzv.sv+gtpbmm.p_zmm.npy,1.0
tptggp.vz+gwmggm.t_t_rotated.npy,2.0
tbbwbq.sg+gmgbzs.z_z_translated.npy,1.0
tpgbmb.qm+ggtmbp.v_t_flipped.npy,0.0
tpbppv.ms+pwgsgq.v_t_rotated.npy,0.0
tbzspw.zb+pqtqzw.w_t_rotated.npy,1.0
tpmmmv.qm+pvppzt.s_t_translated.npy,0.0
tbbgpw.bb+ggtvzb.v_z_flipped.npy,1.0
ttmtzw.tg+pvgmbm.m_zmm.npy,1.0
tmgvzt.st+pwzwbv.m_zmm.npy,1.0
tgtpgg.sv+gbmbpz.m_z_translated.npy,1.0
tppbms.wt+pqpgzq.w_t_translated.npy,0.0
tgmzmp.vp+gztvbm.q_zmm.npy,0.0
tbpmtm.pq+pvzzpw.t_t_translated.npy,0.0
tbzptp.vs+pqzwbp.g_zmm.npy,1.0
tbbttq.mm+pqtvzw.q_zmm.npy,0.0
ttgzbt.pw+ggpqtg.s_z_rotated.npy,1.0
tztwgv.mz+pwgmzp.b_z_flipped.npy,1.0
ttbbtw.gp+gttbps.m_z_translated.npy,1.0
tbtgbw.vz+pszgzw.v_t_rotated.npy,2.0
ttzbbz.qp+gtmvbz.z_zmm.npy,5.0
ttgwtv.pb+gbmvpb.t_zmm.npy,5.0
tgtmzw.zt+pvbvpt.g_t_flipped.npy,0.0
tbmttz.qb+ggmptm.g_t_translated.npy,1.0
ttmszg.vg+pqbbzs.v_t_flipped.npy,1.0
tzbqtb.vw+ggbwzv.q_t_flipped.npy,1.0
tpgwbq.ss+pvgbtg.p_zmm.npy,0.0
tbbsgb.gz+pvzszw.w_t_flipped.npy,1.0
ttgbzv.sw+gmpzmw.m_zmm.npy,5.0
tzzbgv.sz+pvpwpt.s_zmm.npy,0.0
tbmtbw.wz+ggmpgm.m_t_flipped.npy,0.0
ttmptt.qm+gtmsgv.t_t_translated.npy,2.0
ttpsbv.sz+pwgmbg.q_t_rotated.npy,0.0
tzbvzv.pv+pspmbg.b_zmm.npy,1.0
tzbsgw.qw+gtzzzq.m_zmm.npy,1.0
tbmgmw.sq+gzgvpv.g_t_flipped.npy,0.0
tzpgpb.gz+pvgqzw.p_z_rotated.npy,1.0
tbmspq.mp+gpgtzm.m_zmm.npy,1.0
tttpzm.bg+pstmmg.v_z_rotated.npy,1.0
tpbtgp.mm+gmzmtz.g_t_translated.npy,0.0
tpgztg.qs+gmzzbw.s_t_translated.npy,1.0
ttpbmb.mt+gbgpbq.s_t_translated.npy,0.0
tbgtpm.pt+gzbppt.g_z_translated.npy,1.0
tbpggg.bm+gwtggm.q_zmm.npy,5.0
ttgwmw.bw+gpztbz.q_zmm.npy,1.0
tmgvzg.vp+gzzwgb.w_t_rotated.npy,0.0
tzzzgv.bs+pqzgmw.s_t_flipped.npy,0.0
tmgvtg.wg+pvgsmt.t_t_rotated.npy,2.0
tbmppg.qz+gtttms.p_zmm.npy,1.0
tgtmps.wm+pvtqgt.s_zmm.npy,5.0
tbmszz.bz+gzptgg.t_zmm.npy,0.0
tzttpv.vb+pwbpmm.q_zmm.npy,0.0
tzpqgs.bp+gtmbtg.s_t_rotated.npy,0.0
ttbmpq.pg+gpgspq.m_zmm.npy,1.0
tzgzbz.pq+gtpvbm.g_zmm.npy,1.0
tzmzmw.zm+gtpzmg.s_t_translated.npy,2.0
tztmpw.vv+gwtwmv.p_z_rotated.npy,1.0
tzbsmg.ps+ggtqpt.v_zmm.npy,0.0
tttzmp.bw+gppmgw.q_zmm.npy,2.0
tzmwgb.zb+psbvtg.v_t_translated.npy,0.0
ttbsgw.bt+pstbtt.s_t_translated.npy,1.0
tgmmgq.vp+gzpwpp.s_t_translated.npy,1.0
tzzsgw.vz+gzbttt.p_t_flipped.npy,1.0
tgmgbg.bb+pqtztz.g_t_translated.npy,0.0
tttmbs.zs+gpttbg.t_t_flipped.npy,1.0
tzpstt.ts+gttstq.p_t_flipped.npy,1.0
ttbtbq.sq+pvzsbw.b_t_flipped.npy,0.0
ttzptt.pw+gbtwps.v_z_translated.npy,2.0
tppqpp.sw+gttvgw.m_t_flipped.npy,0.0
tpbbzt.mb+psppms.t_zmm.npy,5.0
ttbpmm.vq+pvttmb.q_t_rotated.npy,1.0
tbzzpz.zq+gwtqtg.t_z_flipped.npy,1.0
tptpgv.vz+pwbpmm.m_z_rotated.npy,1.0
ttbwmp.wm+gttqzt.q_t_flipped.npy,0.0
tbpzzg.pp+pqtbzw.b_t_rotated.npy,0.0
tzbzzz.qz+gmzwzt.s_t_rotated.npy,0.0
tbbpzm.wq+pvgbmz.b_t_rotated.npy,1.0
tzpvzm.tb+gmzsbp.p_t_rotated.npy,1.0
tbzstp.bq+gzzwgg.z_t_rotated.npy,0.0
tmgtpq.pw+gtpttm.q_zmm.npy,5.0
tbzbzt.sm+gbtmmt.t_zmm.npy,1.0
ttpgmw.vb+pwpwpb.p_zmm.npy,5.0
tgmtzz.bv+gptwtv.b_zmm.npy,2.0
ttzzbp.wb+pspwgt.p_zmm.npy,0.0
tzppgv.sb+gmtqpw.g_t_rotated.npy,0.0
ttzmtb.bm+gtbzpz.z_z_translated.npy,2.0
tzzgbp.ms+pvbtbw.b_t_flipped.npy,0.0
tptzbt.vb+pqbsbt.m_zmm.npy,1.0
tzppgq.bm+pqmpgb.m_t_flipped.npy,1.0
tbzvtm.wb+gggstz.z_zmm.npy,0.0
tpmtbb.gw+gpbztm.v_zmm.npy,5.0
tbbmgv.wb+gmbqbz.z_zmm.npy,5.0
tzpvbp.tv+gtzvmw.p_t_translated.npy,1.0
tbtztb.zb+gbpzpt.b_t_flipped.npy,1.0
tbbzbm.qp+gzpwbm.b_zmm.npy,5.0
tzbzgp.bs+pqbwmb.s_zmm.npy,5.0
tzpzmq.qw+pwmvgt.m_z_flipped.npy,2.0
ttpbbv.wm+gtpsbp.z_t_flipped.npy,0.0
tmgbzq.sv+pvptzq.b_t_rotated.npy,1.0
tzpqgt.tq+gwmtpq.m_t_rotated.npy,0.0
tzgpzq.pt+ggzpzs.q_t_translated.npy,0.0
tzzgzq.pb+pstwzg.q_zmm.npy,5.0
ttztbq.qp+pspwgg.b_zmm.npy,0.0
tbmbmm.sp+gttvzp.v_t_flipped.npy,0.0
tbbvgg.pp+gzbtzg.t_t_flipped.npy,1.0
ttbqbz.zg+gbbwmz.q_t_rotated.npy,0.0
tzmvgg.gq+ggztzs.v_zmm.npy,5.0
tbpgtg.vs+psmmzg.t_z_flipped.npy,1.0
tzpbmb.pq+gmmggb.w_t_flipped.npy,0.0
ttbmbm.wz+psgvmv.z_t_translated.npy,0.0
tpgbzs.pz+gzmzpt.t_zmm.npy,5.0
tzpspz.mb+pvgztw.t_t_translated.npy,1.0
ttttpw.sz+pspsbs.b_z_translated.npy,1.0
tttzmb.vg+pspvps.s_zmm.npy,5.0
tttvtv.qm+gtmbmz.q_t_flipped.npy,1.0
ttgwbg.mw+gzbgmz.b_z_flipped.npy,1.0
ttmtpq.pm+pvbgbg.w_t_flipped.npy,0.0
tzpzpz.gp+ggmvpw.b_t_translated.npy,0.0
tppqts.pt+gzzbtp.t_zmm.npy,1.0
tbgtbs.bb+gpbqpw.p_z_flipped.npy,1.0
tbpzbg.tv+psptms.p_t_rotated.npy,0.0
tbbgmt.gt+psmtzq.m_zmm.npy,5.0
tpzttq.mb+pvtbtb.v_zmm.npy,5.0
tbgmgb.ww+gptwmg.s_t_flipped.npy,0.0
ttmszv.pm+pszvtq.p_t_flipped.npy,1.0
tzmzmw.zm+gtpzmg.s_t_rotated.npy,2.0
tzmgpz.gv+gtgwzq.v_z_translated.npy,1.0
tbgzbq.bt+gtgtpp.p_zmm.npy,5.0
tzgpbw.sp+gttsbs.p_z_rotated.npy,1.0
tbzspt.wq+gpztzp.m_zmm.npy,0.0
tgmmgp.pb+gbggbt.t_t_translated.npy,1.0
tpzbgm.gm+gbpwzq.z_t_rotated.npy,0.0
ttmgtv.vm+gtmtmb.g_t_flipped.npy,2.0
tpgqms.tb+pszwgb.q_zmm.npy,5.0
tpmgzv.qw+pvbpgg.t_t_rotated.npy,0.0
tbmpbg.st+pszszs.q_t_flipped.npy,0.0
ttgbtg.mp+gppppz.t_t_translated.npy,0.0
tbpszs.wz+pqpptv.w_t_flipped.npy,0.0
ttmbzw.mt+gmpgmp.q_zmm.npy,0.0
tzzszm.wb+gtpgtm.g_zmm.npy,1.0
tbbmmw.pm+gztspv.v_t_rotated.npy,0.0
tpbzpw.bv+pqzsbt.z_z_flipped.npy,1.0
tbtwmb.qg+gpmggs.s_z_translated.npy,1.0
tbbzmz.tz+pvbmgp.m_zmm.npy,0.0
tpgbmq.bb+gmbzgt.t_zmm.npy,1.0
tttzpq.qs+pstptv.q_t_flipped.npy,0.0
tppbgs.zv+pvpgmv.m_z_flipped.npy,1.0
tbtgts.vs+pwzwts.t_zmm.npy,0.0
tbtwpt.tb+psbwgs.z_t_rotated.npy,1.0
tbpptg.qm+pvpwtt.p_t_rotated.npy,2.0
tzggzp.qp+gppqpz.s_t_rotated.npy,2.0
ttpbtz.bw+gmgmtw.b_z_flipped.npy,1.0
tbbvbt.vt+gwbgmq.b_zmm.npy,5.0
tzpwps.pq+gpgbtb.s_zmm.npy,1.0
ttmtgm.zw+ggpzmb.p_t_rotated.npy,1.0
tbmmts.wz+gbzsts.m_t_rotated.npy,0.0
tttttv.zb+gtbzpv.g_zmm.npy,5.0
tztgbs.gq+gztpzw.q_t_flipped.npy,0.0
tbpwts.vw+gmmwzq.p_zmm.npy,5.0
tbgvbv.bq+pqmmtz.w_t_flipped.npy,1.0
tzbspt.mw+gmbqpp.g_zmm.npy,5.0
tbbqpg.bq+gzmttg.s_zmm.npy,5.0
ttbmzs.vq+gpmtpm.z_t_translated.npy,0.0
tbzqgv.vw+gmmvmm.t_z_translated.npy,2.0
tbtvgb.zw+gbgbtp.z_t_flipped.npy,0.0
tbtgmv.pt+gwtwps.w_z_flipped.npy,1.0
ttbtbv.pm+gpgmpg.g_z_flipped.npy,1.0
tpptmp.tg+gttvtm.v_z_translated.npy,1.0
ttbbgp.wv+pqmbgw.s_z_rotated.npy,1.0
ttpmmb.wq+psbwgw.p_zmm.npy,0.0
tbmbps.sz+psppmm.v_t_flipped.npy,1.0
ttbzzq.pq+gzzsbz.s_zmm.npy,5.0
tzpgbm.pm+pvtszs.z_t_flipped.npy,1.0
ttgppp.gm+gwmbmq.z_z_flipped.npy,2.0
tbmvzz.zt+ggpvmb.z_zmm.npy,5.0
ttpzmq.vm+gzppbv.s_zmm.npy,5.0
ttbptb.tt+psmvgv.t_zmm.npy,1.0
tbtmtw.vw+pwgwmb.v_z_flipped.npy,1.0
tbmwmp.zt+ggbqzt.w_z_flipped.npy,1.0
tzzsgg.qw+gwmptm.w_t_translated.npy,0.0
tpbsbb.sm+gmzqzw.p_t_translated.npy,2.0
tbtvbz.vq+gptbtp.v_zmm.npy,5.0
ttpvps.bb+pqtmtq.q_t_translated.npy,0.0
tgmsbs.sz+pqmgmz.w_zmm.npy,5.0
tttwzt.sw+pqbqmp.m_zmm.npy,5.0
tpzqpg.wb+gtmqpp.b_z_flipped.npy,2.0
tmgvmm.bq+pvpbbv.m_zmm.npy,0.0
tbmqpp.st+pstbpm.t_t_translated.npy,1.0
tbzwgp.zw+gggtpb.z_t_rotated.npy,0.0
tbtppw.qb+pvbszp.s_zmm.npy,5.0
ttbvbm.zq+gmgpgw.v_z_rotated.npy,1.0
tzzbgz.vv+gmmmpt.z_t_rotated.npy,1.0
tbzggv.zv+gmbvmq.s_t_rotated.npy,1.0
tgtpmt.pg+gmgpbm.b_z_rotated.npy,1.0
ttzpbg.pg+pqmbzv.t_z_translated.npy,2.0
tbtwpw.pt+pvbpmg.s_t_rotated.npy,0.0
tbbptg.zq+gmbmzs.s_t_translated.npy,1.0
ttzgzz.sb+gttvzm.s_zmm.npy,5.0
tzgspp.qs+gmtmtw.s_t_flipped.npy,1.0
tpmgbg.wg+pqbpmt.v_zmm.npy,0.0
ttzsgm.qt+ggpqmq.g_zmm.npy,1.0
tztgmq.qw+pwzstg.p_t_translated.npy,1.0
tzgbgg.gz+gtpvzv.q_z_translated.npy,1.0
tgtmmm.tg+gtpwms.s_t_rotated.npy,1.0
tbmqmq.pm+gggsbp.g_z_flipped.npy,1.0
tgmvmv.gt+pqppbt.p_zmm.npy,5.0
ttmwmm.mv+psmtbm.m_zmm.npy,3.0
ttgqpp.tw+gmbppq.m_zmm.npy,1.0
tbpzmv.zp+pwpzbw.w_z_translated.npy,2.0
tbggtg.pw+gmpvmt.g_zmm.npy,1.0
tbtzmw.gg+gmgpgb.m_t_rotated.npy,0.0
tpbgmw.zz+pqggpb.v_zmm.npy,5.0
tttvmb.qv+pvtzbv.z_t_flipped.npy,1.0
tbppzm.mv+psgmbb.w_z_translated.npy,2.0
ttzppt.wq+gztvbt.q_t_flipped.npy,0.0
tmgzmv.mv+gppvbt.q_zmm.npy,5.0
tpzqmm.pz+pvptmp.z_t_flipped.npy,2.0
ttzvtp.bt+gtmvmg.s_t_rotated.npy,2.0
tpbqgz.sg+pqpvmg.g_t_rotated.npy,0.0
tpbpzw.mt+gbgwtz.p_zmm.npy,5.0
tpmmtp.ws+pszbgv.z_t_rotated.npy,1.0
tmpsbb.wv+gbmwgb.w_t_translated.npy,2.0
tzbpmq.zv+gzzzbb.g_t_rotated.npy,2.0
ttgtmw.zw+gzgvms.t_zmm.npy,0.0
tztmtg.gw+gtbmbw.g_zmm.npy,0.0
tzbwpv.pb+gppgzp.v_t_rotated.npy,0.0
tzzvbw.sb+gpbtpz.q_z_rotated.npy,1.0
tmgszt.sb+gbtptv.g_t_rotated.npy,1.0
tpmmmv.wg+pwgvtt.p_zmm.npy,5.0
tbpsbq.bw+gmzqms.m_t_rotated.npy,0.0
tzmszz.tz+gttsgs.v_t_rotated.npy,2.0
tzpvbs.wt+gpmmmb.w_t_translated.npy,0.0
tbpbtb.bg+psgzpw.z_zmm.npy,5.0
tzmvgv.vg+pvtmmp.g_t_translated.npy,0.0
tzzmmg.sz+gggptp.t_t_rotated.npy,0.0
ttzsgs.pp+gpgbgw.w_z_translated.npy,1.0
tttbmm.ms+gmmztq.m_t_flipped.npy,1.0
tpbbmv.pb+gtbwzv.v_t_translated.npy,0.0
ttgzbt.pw+ggpqtg.s_t_translated.npy,1.0
tzpwms.qm+gmpvtq.t_t_flipped.npy,0.0
tpzwbm.sp+gztqmp.b_zmm.npy,5.0
tbpwtw.st+gtggps.p_t_flipped.npy,1.0
tgtmtb.sz+gtptgz.b_zmm.npy,5.0
tzgzpv.pt+ggmbbt.g_zmm.npy,0.0
tztgbz.vm+gtmwtz.m_z_rotated.npy,1.0
tztbgg.ms+pvztzb.v_zmm.npy,4.0
tttpmm.zz+gtgqzg.p_zmm.npy,5.0
tbpstv.vg+pstqbq.z_z_rotated.npy,1.0
tppvbw.zt+psmgmz.w_t_rotated.npy,2.0
tttmmw.zw+pwmtzb.t_t_flipped.npy,2.0
tgtgbp.mt+gmpbgw.t_z_flipped.npy,2.0
ttmptt.qm+gtmsgv.t_z_flipped.npy,2.0
tgmwbb.tt+gtgmbv.w_t_translated.npy,0.0
tbtbgq.wq+pqbqpw.m_zmm.npy,5.0
tbpttt.ts+pvzgzp.v_zmm.npy,5.0
tgmvts.gb+pvgmmt.q_zmm.npy,2.0
